OrderID,OrderDate,Region,Category,Sub-Category,CustomerSegment,PaymentMethod,ShipMode,Quantity,UnitPrice,Discount,Sales,Profit
O1234,2022-08-23,West,Groceries,Washing Machine,Home Office,Debit Card,Standard,1,1157.23,0.01,1145.6577,193.39
O1235,2022-08-24,West,Toys,Laptop,Consumer,Wallet,Standard,3,2195.33,0.26,4873.6326,822.7
O1236,2022-08-25,South,Home Appliances,Men,Consumer,Wallet,Same Day,9,4905.01,0.24,33550.2684,5663.49
O1237,2022-08-26,South,Electronics,Mobile,Home Office,Wallet,Same Day,2,1113.63,0.11,1982.2614000000003,334.62
O1238,2022-08-27,East,Groceries,Laptop,Home Office,Cash,Same Day,1,4247.32,0.07,3950.0075999999995,666.79
O1239,2022-08-28,West,Clothing,Laptop,Home Office,Cash,Same Day,7,4136.03,0.03,28083.643699999997,4740.69
O1240,2022-08-29,South,Groceries,Fruits,Home Office,UPI,Standard,7,4462.19,0.23,24051.2041,4059.99
O1241,2022-08-30,East,Clothing,Indoor,Home Office,Debit Card,Express,5,4579.95,0.23,17632.8075,2976.52
O1242,2022-08-31,West,Electronics,Refrigerator,Home Office,Wallet,Express,2,2561.23,0.21,4046.7434000000003,683.11
O1243,2022-09-01,North,Groceries,Snacks,Home Office,Debit Card,Express,1,3425.57,0.39,2089.5977000000003,352.74
O1244,2022-09-02,East,Groceries,Snacks,Corporate,Credit Card,Same Day,5,3113.51,0.21,12298.364500000001,2076.04
O1245,2022-09-03,South,Electronics,Indoor,Consumer,Cash,Same Day,4,1579.3,0.29,4485.2119999999995,757.13
O1246,2022-09-04,North,Groceries,Snacks,Consumer,UPI,Express,9,1434.95,0.05,12268.8225,2071.05
O1247,2022-09-05,North,Clothing,Mobile,Home Office,Credit Card,Standard,5,1740.77,0.12,7659.388,1292.95
O1248,2022-09-06,North,Groceries,Laptop,Consumer,Debit Card,Express,2,1131.37,0.11,2013.8385999999998,339.95
O1249,2022-09-07,East,Home Appliances,Women,Home Office,Cash,Standard,4,3799.05,0.23,11701.074,1975.21
O1250,2022-09-08,South,Toys,Fruits,Corporate,Wallet,Same Day,9,4824.64,0.13,37776.9312,6376.97
O1251,2022-09-09,North,Clothing,Women,Consumer,Credit Card,Express,8,4345.47,0.26,25725.1824,4342.57
O1252,2022-09-10,West,Home Appliances,Refrigerator,Consumer,Cash,Express,3,1128.81,0.28,2438.2295999999997,411.59
O1253,2022-09-11,North,Electronics,Laptop,Corporate,,Same Day,8,306.98,0.01,2431.2816000000003,410.42
O1254,2022-09-12,North,Clothing,Microwave,Corporate,Debit Card,Standard,2,3797.61,0.26,5620.4628,948.77
O1255,2022-09-13,East,Toys,Outdoor,Corporate,Credit Card,Express,3,1981.56,0.05,5647.446,953.32
O1256,2022-09-14,East,Toys,Laptop,Consumer,Credit Card,Express,5,4131.83,0.19,16733.911500000002,2824.79
O1257,2022-09-15,South,Electronics,Washing Machine,Consumer,Credit Card,Standard,8,3907.22,0.29,22193.009599999998,3746.31
O1258,2022-09-16,West,Electronics,Indoor,Corporate,UPI,Express,1,3145.78,0.28,2264.9616,382.34
O1259,2022-09-17,East,Clothing,Microwave,Corporate,Wallet,Express,4,1313.93,0.12,4625.033600000001,780.73
O1260,2022-09-18,North,Groceries,Outdoor,Corporate,Cash,Same Day,1,564.98,0.11,502.8322,84.88
O1261,2022-09-19,South,Electronics,Indoor,Corporate,Debit Card,Standard,1,1300.61,0.18,1066.5002,180.03
O1262,2022-09-20,North,Groceries,TV,Corporate,Debit Card,Express,5,2573.31,0.08,11837.226,1998.2
O1263,2022-09-21,North,Home Appliances,Women,Home Office,Wallet,Express,6,4898.34,0.39,17927.9244,3026.34
O1264,2022-09-22,East,Toys,Outdoor,Corporate,Credit Card,Same Day,1,365.25,0.14,314.115,53.02
O1265,2022-09-23,South,Groceries,Outdoor,Home Office,Credit Card,Express,6,1040.36,0.37,3932.5607999999997,663.84
O1266,2022-09-24,West,Toys,Headphones,Consumer,Debit Card,Same Day,5,3155.03,0.36,10096.096000000001,1704.28
O1267,2022-09-25,,Groceries,Women,Consumer,Wallet,Express,4,1556.6,0.15,5292.44,893.4
O1268,2022-09-26,East,Home Appliances,Beverages,Home Office,Debit Card,Same Day,5,4299.6,0.1,19348.2,3266.09
O1269,2022-09-27,East,Electronics,Snacks,Corporate,Credit Card,Standard,8,740.11,0.31,4085.4071999999996,689.64
O1270,2022-09-28,South,Home Appliances,Kids,Consumer,Cash,Standard,9,4817.63,0.09,39456.3897,6660.48
O1271,2022-09-29,West,Electronics,Washing Machine,Corporate,Credit Card,Express,2,4566.26,0.21,7214.6908,1217.88
O1272,2022-09-30,West,Electronics,Mobile,Corporate,Cash,Express,6,4443.27,0.04,25593.235200000003,4320.29
O1273,2022-10-01,West,Toys,Kids,Home Office,UPI,Same Day,3,906.69,0.15,2312.0595000000003,390.29
O1274,2022-10-02,North,Home Appliances,Beverages,Consumer,Wallet,Same Day,2,1681.01,0.03,3261.1594,550.5
O1275,2022-10-03,West,Groceries,Outdoor,Consumer,UPI,Standard,1,4030.28,0.11,3586.9492,605.5
O1276,2022-10-04,North,Home Appliances,Beverages,Home Office,Credit Card,Express,4,4048.65,0.27,11822.057999999999,1995.63
O1277,2022-10-05,South,Toys,Indoor,Corporate,Wallet,Same Day,8,3540.62,0.4,16994.976,2868.85
O1278,2022-10-06,North,Electronics,Mobile,Corporate,Credit Card,Standard,3,2267.85,0.1,6123.195,1033.63
O1279,2022-10-07,South,Toys,Outdoor,Consumer,Wallet,Standard,5,1592.37,0.19,6449.0985,1088.65
O1280,2022-10-08,West,Clothing,Kids,Home Office,Wallet,Same Day,5,4816.64,0.18,19748.224000000002,3333.62
O1281,2022-10-09,West,Clothing,Indoor,Home Office,Credit Card,Express,5,739.35,0.07,3437.9775,580.35
O1282,2022-10-10,South,Groceries,Microwave,Corporate,Credit Card,Standard,9,266.58,0.24,1823.4071999999999,307.8
O1283,2022-10-11,East,Toys,Kids,Corporate,Wallet,Same Day,8,95.2,0.29,540.736,91.28
O1284,2022-10-12,South,Groceries,TV,Home Office,Wallet,Standard,8,3886.38,0.06,29225.5776,4933.45
O1285,2022-10-13,East,Groceries,Men,Consumer,Credit Card,Express,1,330.69,0.3,231.48299999999998,39.08
O1286,2022-10-14,North,Clothing,Washing Machine,Corporate,Credit Card,Same Day,1,2716.29,0.28,1955.7287999999999,330.14
O1287,2022-10-15,North,Groceries,Headphones,Home Office,Debit Card,Express,2,1868.1,0.08,3437.304,580.24
O1288,2022-10-16,North,Clothing,Vegetables,Home Office,Debit Card,Express,8,777.19,0.26,4600.964800000001,776.67
O1289,2022-10-17,West,Electronics,Washing Machine,Home Office,Debit Card,Standard,1,3715.95,0.16,3121.3979999999997,526.91
O1290,2022-10-18,North,Toys,Mobile,Consumer,UPI,Express,4,322.28,0.27,941.0575999999999,158.86
O1291,2022-10-19,East,Groceries,Indoor,Corporate,Wallet,Standard,9,1626.05,0.2,11707.56,1976.31
O1292,2022-10-20,North,Clothing,Men,Corporate,Cash,Same Day,2,2832.85,0.02,5552.3859999999995,937.28
O1293,2022-10-21,South,Home Appliances,Mobile,Corporate,UPI,Same Day,3,2041.96,0.31,4226.8571999999995,713.52
O1294,2022-10-22,South,Groceries,Men,Consumer,Wallet,Standard,6,1332.78,0.22,6237.410400000001,1052.91
O1295,2022-10-23,,Electronics,Outdoor,Corporate,Cash,Standard,3,4633.7,0.29,9869.780999999999,1666.08
O1296,2022-10-24,South,Electronics,Laptop,Corporate,Debit Card,Standard,4,4658.3,0.05,17701.54,2988.13
O1297,2022-10-25,East,Home Appliances,Beverages,Corporate,Cash,Express,9,2109.67,0.29,13480.791299999999,2275.64
O1298,2022-10-26,North,Clothing,Microwave,Corporate,Credit Card,Same Day,9,1999.03,0.17,14932.7541,2520.74
O1299,2022-10-27,West,Groceries,TV,Consumer,Credit Card,Same Day,5,1571.56,0.32,5343.303999999999,901.98
O1300,2022-10-28,North,Clothing,Indoor,Home Office,Wallet,Express,7,4285.99,0.24,22801.466800000002,3849.03
O1301,2022-10-29,North,Electronics,TV,Home Office,UPI,Standard,9,2861.18,0.14,22145.533199999998,3738.3
O1302,2022-10-30,East,Clothing,Women,Corporate,Debit Card,Same Day,8,493.13,0.08,3629.4368,612.67
O1303,2022-10-31,South,Electronics,Headphones,Corporate,Wallet,Express,7,4273.94,0.33,20044.778599999998,3383.68
O1304,2022-11-01,South,Clothing,Snacks,Corporate,Debit Card,Standard,8,2697.69,0.22,16833.585600000002,2841.61
O1305,2022-11-02,North,Home Appliances,Mobile,Consumer,Credit Card,Same Day,5,2107.18,0.39,6426.898999999999,1084.9
O1306,2022-11-03,West,Toys,Refrigerator,Corporate,UPI,Standard,5,1722.43,0.15,7320.327499999999,1235.72
O1307,2022-11-04,South,Home Appliances,Mobile,Consumer,UPI,Express,5,542.16,0.27,1978.8839999999998,334.05
O1308,2022-11-05,West,Home Appliances,Kids,Corporate,Credit Card,Same Day,1,4785.68,0.25,3589.26,605.89
O1309,2022-11-06,South,Toys,Laptop,Corporate,Cash,Standard,6,3719.16,0.26,16513.0704,2787.51
O1310,2022-11-07,West,Toys,Snacks,Home Office,,Standard,5,702.3,0.29,2493.165,420.86
O1311,2022-11-08,East,Groceries,Indoor,Corporate,Cash,Standard,8,2580.78,0.06,19407.4656,3276.1
O1312,2022-11-09,West,Groceries,Headphones,Consumer,Debit Card,Express,8,2800.1,0.22,17472.624,2949.48
O1313,2022-11-10,East,Home Appliances,Headphones,Home Office,UPI,Standard,2,881.05,0.2,1409.68,237.96
O1314,2022-11-11,East,Home Appliances,Washing Machine,Consumer,Credit Card,Same Day,6,2164.75,0.14,11170.11,1885.58
O1315,2022-11-12,West,Electronics,Beverages,Home Office,Cash,Same Day,6,3246.44,0.17,16167.2712,2729.13
O1316,2022-11-13,East,Electronics,Outdoor,Consumer,Debit Card,Standard,3,1455.85,0.21,3450.3644999999997,582.44
O1317,2022-11-14,North,Groceries,Women,Home Office,Debit Card,Express,1,1691.46,0.13,1471.5702,248.41
O1318,2022-11-15,East,Groceries,Mobile,Consumer,UPI,Same Day,7,654.04,0.12,4028.8864,680.1
O1319,2022-11-16,South,Electronics,Indoor,Consumer,UPI,Same Day,5,2095.54,0.3,7334.39,1238.09
O1320,2022-11-17,West,Electronics,Men,Corporate,Wallet,Same Day,5,2940.09,0.03,14259.4365,2407.08
O1321,2022-11-18,North,Clothing,Fruits,Home Office,Wallet,Standard,8,626.8,0.13,4362.527999999999,736.42
O1322,2022-11-19,West,Clothing,Snacks,Home Office,,Same Day,5,3093.18,0.26,11444.766,1931.95
O1323,2022-11-20,South,Electronics,Indoor,Corporate,Wallet,Standard,5,2019.08,0.08,9287.768,1567.83
O1324,2022-11-21,South,Clothing,Kids,Consumer,Credit Card,Standard,1,3407.0,0.23,2623.39,442.84
O1325,2022-11-22,South,Toys,Snacks,Consumer,Credit Card,Standard,2,1608.44,0.12,2830.8544,477.87
O1326,2022-11-23,East,Groceries,Outdoor,Home Office,Wallet,Standard,5,2864.07,0.34,9451.430999999999,1595.46
O1327,2022-11-24,East,Groceries,Snacks,Consumer,UPI,Standard,7,3083.37,0.14,18561.8874,3133.36
O1328,2022-11-25,West,Electronics,Snacks,Home Office,Credit Card,Same Day,3,3468.01,0.09,9467.667300000001,1598.2
O1329,2022-11-26,West,Home Appliances,Fruits,Home Office,Debit Card,Standard,1,3796.85,0.21,2999.5115,506.34
O1330,2022-11-27,North,Electronics,Washing Machine,Consumer,UPI,Standard,2,724.94,0.05,1377.386,232.51
O1331,2022-11-28,North,Clothing,Men,Consumer,Cash,Standard,3,4827.95,0.32,9849.017999999998,1662.57
O1332,2022-11-29,West,Home Appliances,Outdoor,Consumer,Cash,Standard,9,4226.04,0.27,27765.0828,4686.91
O1333,2022-11-30,East,Clothing,Outdoor,Corporate,UPI,Standard,8,2833.48,0.31,15640.809599999999,2640.26
O1334,2022-12-01,South,Toys,Men,Home Office,Wallet,Standard,4,4457.28,0.16,14976.460799999999,2528.12
O1335,2022-12-02,West,Clothing,Women,Consumer,Credit Card,Same Day,8,1943.04,0.33,10414.694399999998,1758.06
O1336,2022-12-03,North,Toys,Women,Corporate,Credit Card,Standard,9,219.72,0.2,1581.9840000000002,267.05
O1337,2022-12-04,East,Toys,Women,Consumer,UPI,Standard,3,3648.81,0.04,10508.5728,1773.91
O1338,2022-12-05,West,Clothing,TV,Home Office,Debit Card,Same Day,6,4719.55,0.09,25768.743000000002,4349.92
O1339,2022-12-06,West,Clothing,Outdoor,Corporate,Wallet,Same Day,8,851.18,0.28,4902.796799999999,827.62
O1340,2022-12-07,East,Toys,Laptop,Home Office,Debit Card,Express,7,3237.18,0.36,14502.5664,2448.12
O1341,2022-12-08,West,Home Appliances,Beverages,Consumer,UPI,Same Day,9,4076.46,0.04,35220.6144,5945.45
O1342,2022-12-09,East,Toys,Beverages,Consumer,UPI,Same Day,7,4530.08,0.35,20611.863999999998,3479.41
O1343,2022-12-10,South,Groceries,Outdoor,Consumer,Debit Card,Standard,1,1418.81,0.32,964.7907999999999,162.86
O1344,2022-12-11,East,Toys,Beverages,Corporate,Cash,Express,9,687.23,0.14,5319.160199999999,897.91
O1345,2022-12-12,East,Home Appliances,Kids,Corporate,UPI,Standard,5,1276.86,0.28,4596.695999999999,775.95
O1346,2022-12-13,East,Groceries,Headphones,Corporate,Wallet,Express,6,2909.72,0.07,16236.237599999999,2740.78
O1347,2022-12-14,West,Electronics,Men,Corporate,Debit Card,Standard,2,4597.7,0.33,6160.917999999999,1040.0
O1348,2022-12-15,West,Electronics,Fruits,Consumer,Cash,Same Day,2,2933.55,0.26,4341.654,732.9
O1349,2022-12-16,East,Home Appliances,TV,Consumer,Debit Card,Same Day,4,4602.13,0.18,15094.986400000002,2548.13
O1350,2022-12-17,West,Toys,Men,Consumer,Cash,Express,4,3861.68,0.35,10040.368,1694.87
O1351,2022-12-18,North,Clothing,Outdoor,Corporate,Cash,Standard,5,3012.03,0.06,14156.541000000001,2389.71
O1352,2022-12-19,North,Home Appliances,Women,Corporate,Wallet,Standard,7,157.9,0.34,729.4979999999999,123.14
O1353,2022-12-20,West,Groceries,Fruits,Consumer,UPI,Same Day,1,1698.73,0.01,1681.7427,283.89
O1354,2022-12-21,West,Groceries,Headphones,Consumer,Cash,Same Day,4,334.42,0.3,936.376,158.07
O1355,2022-12-22,East,Electronics,Indoor,Corporate,UPI,Express,9,1645.1,0.23,11400.543,1924.48
O1356,2022-12-23,South,Groceries,Headphones,Home Office,Wallet,Same Day,8,358.55,0.28,2065.248,348.63
O1357,2022-12-24,West,Home Appliances,Outdoor,Consumer,UPI,Express,3,880.69,0.16,2219.3388,374.64
O1358,2022-12-25,North,Groceries,TV,Consumer,Credit Card,Express,6,2082.9,0.35,8123.310000000001,1371.26
O1359,2022-12-26,East,Home Appliances,Beverages,Consumer,Cash,Express,9,2598.68,0.13,20347.664399999998,3434.81
O1360,2022-12-27,West,Clothing,Outdoor,Corporate,Wallet,Express,8,1124.85,0.11,8008.932,1351.96
O1361,2022-12-28,North,Electronics,Washing Machine,Consumer,Debit Card,Same Day,7,3676.26,0.12,22645.7616,3822.74
O1362,2022-12-29,North,Groceries,Laptop,Consumer,Wallet,Express,7,2972.3,0.31,14356.209,2423.42
O1363,2022-12-30,South,Home Appliances,Mobile,Consumer,Cash,Same Day,1,3474.21,0.2,2779.3680000000004,469.17
O1364,2022-12-31,East,Toys,Kids,Consumer,Wallet,Express,5,3677.19,0.21,14524.900500000002,2451.89
O1365,2023-01-01,East,Electronics,Outdoor,Consumer,Debit Card,Same Day,7,3648.26,0.33,17110.339399999997,2888.33
O1366,2023-01-02,South,Clothing,Refrigerator,Home Office,,Express,2,4684.36,0.33,6277.042399999998,1059.6
O1367,2023-01-03,South,Home Appliances,Snacks,Home Office,Cash,Same Day,6,1224.24,0.06,6904.7136,1165.56
O1368,2023-01-04,East,Clothing,Kids,Consumer,Cash,Standard,2,1387.27,0.22,2164.1412,365.32
O1369,2023-01-05,East,Clothing,Microwave,Consumer,Wallet,Express,3,516.3,0.05,1471.4549999999997,248.39
O1370,2023-01-06,,Groceries,Indoor,Consumer,UPI,Express,1,2983.3,0.35,1939.1450000000002,327.34
O1371,2023-01-07,West,Groceries,Washing Machine,Consumer,UPI,Standard,3,2006.17,0.33,4032.4017,680.69
O1372,2023-01-08,South,Home Appliances,Headphones,Corporate,Debit Card,Standard,7,2506.18,0.34,11578.551599999997,1954.53
O1373,2023-01-09,West,Toys,Mobile,Corporate,Credit Card,Express,5,890.62,0.28,3206.232,541.23
O1374,2023-01-10,North,Home Appliances,Women,Corporate,Credit Card,Same Day,4,3262.85,0.19,10571.634,1784.56
O1375,2023-01-11,West,Toys,Outdoor,Home Office,Wallet,Express,8,3114.15,0.16,20927.088,3532.62
O1376,2023-01-12,West,Clothing,Outdoor,Consumer,Wallet,Same Day,8,1360.68,0.16,9143.7696,1543.52
O1377,2023-01-13,North,Electronics,Microwave,Corporate,UPI,Standard,1,2353.81,0.03,2283.1956999999998,385.42
O1378,2023-01-14,South,Home Appliances,Kids,Consumer,Credit Card,Same Day,9,4476.79,0.38,24980.4882,4216.86
O1379,2023-01-15,North,Home Appliances,Outdoor,Consumer,Credit Card,Express,9,3878.82,0.18,28625.691600000006,4832.19
O1380,2023-01-16,West,Toys,Headphones,Home Office,Credit Card,Standard,2,1173.37,0.37,1478.4461999999999,249.57
O1381,2023-01-17,South,Clothing,Refrigerator,Home Office,Debit Card,Standard,2,4400.33,0.35,5720.429,965.64
O1382,2023-01-18,West,Clothing,Vegetables,Corporate,Debit Card,Express,8,383.2,0.33,2053.9519999999998,346.72
O1383,2023-01-19,North,Toys,Laptop,Corporate,,Express,6,2098.95,0.24,9571.212,1615.68
O1384,2023-01-20,North,Clothing,Kids,Home Office,UPI,Standard,3,446.59,0.04,1286.1792,217.11
O1385,2023-01-21,West,Groceries,Outdoor,Home Office,Cash,Same Day,2,4624.86,0.13,8047.256399999999,1358.43
O1386,2023-01-22,East,Electronics,TV,Consumer,UPI,Same Day,5,251.48,0.24,955.6239999999999,161.32
O1387,2023-01-23,East,Home Appliances,Beverages,Consumer,Debit Card,Same Day,8,798.64,0.01,6325.2288,1067.74
O1388,2023-01-24,North,Electronics,Beverages,Corporate,Debit Card,Express,6,4579.45,0.02,26927.165999999997,4545.47
O1389,2023-01-25,North,Home Appliances,Women,Corporate,Wallet,Standard,3,2931.68,0.27,6420.379199999999,1083.8
O1390,2023-01-26,East,Groceries,Laptop,Home Office,Cash,Same Day,9,3986.18,0.36,22960.3968,3875.85
O1391,2023-01-27,East,Clothing,Microwave,Corporate,Credit Card,Standard,8,131.21,0.34,692.7887999999999,116.95
O1392,2023-01-28,West,Toys,TV,Consumer,Cash,Same Day,6,2124.52,0.07,11854.821599999997,2001.17
O1393,2023-01-29,West,Groceries,Beverages,Home Office,Cash,Standard,1,4923.1,0.36,3150.784,531.87
O1394,2023-01-30,East,Electronics,Kids,Consumer,,Express,2,2920.1,0.28,4204.9439999999995,709.82
O1395,2023-01-31,West,Toys,Kids,Home Office,Wallet,Express,4,4255.93,0.29,12086.8412,2040.33
O1396,2023-02-01,West,Clothing,Refrigerator,Home Office,Debit Card,Express,2,4819.62,0.12,8482.5312,1431.9
O1397,2023-02-02,South,Groceries,Women,Consumer,Credit Card,Same Day,3,3440.95,0.29,7329.223499999998,1237.22
O1398,2023-02-03,West,Toys,Men,Corporate,Cash,Express,8,1671.77,0.28,9629.395199999999,1625.5
O1399,2023-02-04,North,Groceries,Women,Corporate,Credit Card,Express,9,1577.6,0.24,10790.784,1821.55
O1400,2023-02-05,West,Groceries,Kids,Corporate,Cash,Express,6,402.82,0.14,2078.5512,350.87
O1401,2023-02-06,West,Clothing,Men,Corporate,Debit Card,Standard,4,2167.47,0.32,5895.518399999999,995.2
O1402,2023-02-07,East,Home Appliances,Snacks,Consumer,Credit Card,Standard,2,4581.18,0.38,5680.6632,958.93
O1403,2023-02-08,North,Toys,TV,Home Office,UPI,Standard,7,2416.41,0.35,10994.6655,1855.97
O1404,2023-02-09,West,Clothing,Outdoor,Consumer,Debit Card,Standard,7,4559.42,0.1,28724.346,4848.84
O1405,2023-02-10,West,Groceries,Men,Corporate,Credit Card,Standard,9,4094.85,0.18,30219.993000000002,5101.32
O1406,2023-02-11,South,Clothing,Indoor,Corporate,Cash,Standard,5,4921.73,0.14,21163.439,3572.52
O1407,2023-02-12,West,Home Appliances,Indoor,Consumer,Cash,Standard,4,4741.09,0.28,13654.3392,2304.94
O1408,2023-02-13,West,Toys,Fruits,Home Office,Debit Card,Express,6,3547.09,0.33,14259.3018,2407.06
O1409,2023-02-14,South,Home Appliances,Kids,Consumer,Debit Card,Express,2,4362.53,0.09,7939.8045999999995,1340.29
O1410,2023-02-15,East,Electronics,Indoor,Consumer,Cash,Same Day,2,3752.98,0.38,4653.6952,785.57
O1411,2023-02-16,West,Toys,Men,Consumer,Credit Card,Express,9,3531.8,0.27,23203.926,3916.96
O1412,2023-02-17,South,Home Appliances,Refrigerator,Home Office,UPI,Standard,7,3592.02,0.09,22881.1674,3862.48
O1413,2023-02-18,North,Groceries,Refrigerator,Consumer,,Standard,7,3619.17,0.15,21534.0615,3635.08
O1414,2023-02-19,East,Toys,Washing Machine,Consumer,Debit Card,Same Day,5,1928.12,0.04,9254.975999999999,1562.3
O1415,2023-02-20,North,Toys,Outdoor,Corporate,Cash,Express,7,2146.63,0.24,11420.0716,1927.78
O1416,2023-02-21,North,Clothing,Microwave,Consumer,Credit Card,Express,9,1505.65,0.07,12602.2905,2127.34
O1417,2023-02-22,South,Groceries,Vegetables,Corporate,Debit Card,Same Day,5,783.89,0.28,2822.004,476.37
O1418,2023-02-23,West,Electronics,Fruits,Corporate,Credit Card,Standard,9,2319.29,0.29,14820.2631,2501.75
O1419,2023-02-24,South,Home Appliances,Outdoor,Corporate,Debit Card,Standard,1,4504.75,0.19,3648.8475000000003,615.95
O1420,2023-02-25,South,Clothing,Kids,Home Office,Cash,Standard,3,3273.76,0.04,9428.4288,1591.58
O1421,2023-02-26,South,Home Appliances,TV,Corporate,Credit Card,Standard,7,328.09,0.24,1745.4387999999997,294.64
O1422,2023-02-27,South,Electronics,Men,Consumer,Cash,Same Day,4,4065.44,0.15,13822.496,2333.32
O1423,2023-02-28,East,Electronics,Men,Consumer,Credit Card,Express,2,4680.24,0.38,5803.4976,979.67
O1424,2023-03-01,West,Toys,Men,Corporate,Debit Card,Standard,3,4155.64,0.21,9848.866800000002,1662.55
O1425,2023-03-02,North,Electronics,Kids,Corporate,Wallet,Express,7,3651.33,0.03,24792.530699999996,4185.13
O1426,2023-03-03,North,Home Appliances,Headphones,Consumer,Wallet,Express,8,793.1,0.25,4758.6,803.28
O1427,2023-03-04,West,Groceries,Microwave,Corporate,UPI,Standard,9,1777.55,0.31,11038.5855,1863.38
O1428,2023-03-05,North,Groceries,Men,Home Office,UPI,Standard,6,2848.17,0.06,16063.6788,2711.65
O1429,2023-03-06,West,Toys,Snacks,Corporate,Cash,Standard,9,430.46,0.18,3176.7948,536.26
O1430,2023-03-07,North,Home Appliances,Outdoor,Home Office,Credit Card,Express,4,576.04,0.3,1612.9119999999998,272.27
O1431,2023-03-08,South,Home Appliances,Outdoor,Home Office,UPI,Same Day,5,4674.56,0.01,23139.072000000004,3906.02
